id	old_id	dataset	collection	patric_id	strain	file_id	bioproject	biosample	download_key	sra_accession	srr_accession	srr_accession_2	genbank_accession	genbank_ftppath	refseq_accession	refseq_ftppath	MY NOTES	year	country	region	animal	source_detail	source_bin	origin	phylogroup_ct	htype_ec	otype_ec	serotype_ec	serotype	mlst	phylogroup	esbl	esbl_ctxm	SIR_AMK	MIC_AMK	SIR_GEN	MIC_GEN	SIR_KAN	MIC_KAN	SIR_NMC	MIC_NMC	SIR_STR	MIC_STR	SIR_TBM	MIC_TBM	SIR_SPT	MIC_SPT	SIR_ETP	MIC_ETP	SIR_IMP	MIC_IMP	SIR_MER	MIC_MER	SIR_DOR	MIC_DOR	SIR_CET	MIC_CET	SIR_CPM	MIC_CPM	SIR_CRO	MIC_CRO	SIR_CTC	MIC_CTC	SIR_CTX	MIC_CTX	SIR_CTZ	MIC_CTZ	SIR_CXA	MIC_CXA	SIR_CXM	MIC_CXM	SIR_TIO	MIC_TIO	SIR_CFZ	MIC_CFZ	SIR_CFC	MIC_CFC	SIR_CZA	MIC_CZA	SIR_FOX	MIC_FOX	SIR_CTT	MIC_CTT	SIR_TMP	MIC_TMP	SIR_CIP	MIC_CIP	SIR_EFX	MIC_EFX	SIR_LVX	MIC_LVX	SIR_NOR	MIC_NOR	SIR_MXF	MIC_MXF	SIR_DEL	MIC_DEL	SIR_OFX	MIC_OFX	SIR_LCM	MIC_LCM	SIR_AZM	MIC_AZM	SIR_AZT	MIC_AZT	SIR_AMC	MIC_AMC	SIR_AMP	MIC_AMP	SIR_AMX	MIC_AMX	SIR_TZP	MIC_TZP	SIR_SAM	MIC_SAM	SIR_PIP	MIC_PIP	SIR_CHL	MIC_CHL	SIR_FFC	MIC_FFC	SIR_CST	MIC_CST	SIR_PMB	MIC_PMB	SIR_SOX	MIC_SOX	SIR_SMZ	MIC_SMZ	SIR_SXT	MIC_SXT	SIR_NAL	MIC_NAL	SIR_OTC	MIC_OTC	SIR_TET	MIC_TET	SIR_TGC	MIC_TGC	SIR_MIN	MIC_MIN	SIR_DOX	MIC_DOX	SIR_FOS	MIC_FOS	SIR_NIT	MIC_NIT	ZD_AMK	ZD_AMX	ZD_AMP	ZD_SAM	ZD_AZM	ZD_AZT	ZD_CFZ	ZD_CPM	ZD_CTX	ZD_CFC	ZD_CTT	ZD_FOX	ZD_CTZ	ZD_CZA	ZD_CTC	ZD_TIO	ZD_CRO	ZD_CXM	ZD_CXA	ZD_CET	ZD_CHL	ZD_CIP	ZD_AMC	ZD_CST	ZD_SXT	ZD_DEL	ZD_DOR	ZD_DOX	ZD_EFX	ZD_ETP	ZD_FFC	ZD_FOS	ZD_GEN	ZD_IMP	ZD_KAN	ZD_LVX	ZD_LCM	ZD_MER	ZD_MIN	ZD_MXF	ZD_NAL	ZD_NMC	ZD_NIT	ZD_NOR	ZD_OFX	ZD_OTC	ZD_PIP	ZD_TZP	ZD_PMB	ZD_SPT	ZD_STR	ZD_SMZ	ZD_SOX	ZD_TET	ZD_TGC	ZD_TBM	ZD_TMP
ERR435496	ERR435496	BSAC	ENA			ERR435496	PRJEB4681											2001	England				human_clinical	human		H10	O8	O8:H10	O8:H10	681	B2	non-ESBL				S														S																S				S																S																				S				S		S																																																																																												
ERR435497	ERR435497	BSAC	ENA			ERR435497	PRJEB4681											2001	England				human_clinical	human		H7	O45	O45:H7	O45:H7	95	B2	non-ESBL				S														S																S				S																S																				S				S		S																																																																																												
ERR435498	ERR435498	BSAC	ENA			ERR435498	PRJEB4681											2001	England				human_clinical	human		H25	O8	O8:H25	O8:H25	641	B1	non-ESBL				S														S																S				S																S																				S				R		S																																																																																												
ERR435499	ERR435499	BSAC	ENA			ERR435499	PRJEB4681											2002	England				human_clinical	human		H7	O45	O45:H7	O45:H7	95	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435500	ERR435500	BSAC	ENA			ERR435500	PRJEB4681											2002	England				human_clinical	human		H5	O4	O4:H5	O4:H5	12	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435501	ERR435501	BSAC	ENA			ERR435501	PRJEB4681											2002	England				human_clinical	human		H1	O2/O50	O2/O50:H1	O2:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435502	ERR435502	BSAC	ENA			ERR435502	PRJEB4681											2002	England				human_clinical	human		H18	O2	O2:H18	O2:H18	963	F	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435503	ERR435503	BSAC	ENA			ERR435503	PRJEB4681											2002	England				human_clinical	human		H5	O6	O6:H5	O6:H5	83	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435504	ERR435504	BSAC	ENA			ERR435504	PRJEB4681											2002	England				human_clinical	human		H1	O6	O6:H1	O6:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435505	ERR435505	BSAC	ENA			ERR435505	PRJEB4681											2002	England				human_clinical	human		H31	O46	O46:H31	NA:H31	420	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435506	ERR435506	BSAC	ENA			ERR435506	PRJEB4681											2002	England				human_clinical	human		H4	O39	O39:H4	O39:H4	1155	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435507	ERR435507	BSAC	ENA			ERR435507	PRJEB4681											2002	England				human_clinical	human		H31	O6	O6:H31	O6:H31	127	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435508	ERR435508	BSAC	ENA			ERR435508	PRJEB4681											2002	England				human_clinical	human		H6	O2	O2:H6	O2:H6	141	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435509	ERR435509	BSAC	ENA			ERR435509	PRJEB4681											2003	England				human_clinical	human		H4	O78	O78:H4	O78:H4	369	A	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435510	ERR435510	BSAC	ENA			ERR435510	PRJEB4681											2003	England				human_clinical	human		H5	O4	O4:H5	O4:H5	12	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435511	ERR435511	BSAC	ENA			ERR435511	PRJEB4681											2003	England				human_clinical	human		H4	O11	O11:H4	O11:H4	10	A	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435512	ERR435512	BSAC	ENA			ERR435512	PRJEB4681											2003	England				human_clinical	human		H11	O30	O30:H11	O30:H11	48	A	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435513	ERR435513	BSAC	ENA			ERR435513	PRJEB4681											2003	England				human_clinical	human		H5	O75	O75:H5	O75:H5	537	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435514	ERR435514	BSAC	ENA			ERR435514	PRJEB4681											2003	England				human_clinical	human		H31	O46	O46:H31	O134:H31	363	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435515	ERR435515	BSAC	ENA			ERR435515	PRJEB4681											2003	England				human_clinical	human		H6	O16	O16:H6	O16:H6	144	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435516	ERR435516	BSAC	ENA			ERR435516	PRJEB4681											2002	England				human_clinical	human		H4	O78	O78:H4	O78:H4	2230	A	ESBL	non-CTX-M			S														S														R		R				R																S																				R				R		S																										S																																																																		
ERR435517	ERR435517	BSAC	ENA			ERR435517	PRJEB4681											2003	England				human_clinical	human		H45	O7	O7:H45	O7:H45	1810	F	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435518	ERR435518	BSAC	ENA			ERR435518	PRJEB4681											2003	England				human_clinical	human		H18	O77/O17/O44/O106	O77/O17/O44/O106:H18	O17:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435519	ERR435519	BSAC	ENA			ERR435519	PRJEB4681											2003	England				human_clinical	human		H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18	O17:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435520	ERR435520	BSAC	ENA			ERR435520	PRJEB4681											2003	England				human_clinical	human		H7	O1	O1:H7	O1:H7	95	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435521	ERR435521	BSAC	ENA			ERR435521	PRJEB4681											2003	England				human_clinical	human		H1	O6	O6:H1	O6:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435522	ERR435522	BSAC	ENA			ERR435522	PRJEB4681											2003	England				human_clinical	human		H1	O6	O6:H1	O6:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435523	ERR435523	BSAC	ENA			ERR435523	PRJEB4681											2003	England				human_clinical	human		H1	O15	O15:H1	O15:H1	393	F	non-ESBL	non-CTX-M			S														S														S		S				S																R																				S				R		S																										S																																																																		
ERR435524	ERR435524	BSAC	ENA			ERR435524	PRJEB4681											2003	England				human_clinical	human		H1	O6	O6:H1	O6:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435525	ERR435525	BSAC	ENA			ERR435525	PRJEB4681											2004	England				human_clinical	human		H1	O6	O6:H1	O6:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435526	ERR435526	BSAC	ENA			ERR435526	PRJEB4681											2004	England				human_clinical	human		H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18	O17:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		I																										S																																																																		
ERR435527	ERR435527	BSAC	ENA			ERR435527	PRJEB4681											2002	England				human_clinical	human		H20	O12	O12:H20	O12:H20	1486	A	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435528	ERR435528	BSAC	ENA			ERR435528	PRJEB4681											2005	England				human_clinical	human		H7	O1	O1:H7	O1:H7	95	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435529	ERR435529	BSAC	ENA			ERR435529	PRJEB4681											2005	England				human_clinical	human		H1	O22	O22:H1	O22:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435530	ERR435530	BSAC	ENA			ERR435530	PRJEB4681											2005	England				human_clinical	human		H18	O77/O17/O44/O106	O77/O17/O44/O106:H18	O17:H18	69	D	non-ESBL	non-CTX-M			R														S														S		S				S																S																				R				R		S																										S																																																																		
ERR435531	ERR435531	BSAC	ENA			ERR435531	PRJEB4681											2005	England				human_clinical	human		H18	O77/O17/O44/O106	O77/O17/O44/O106:H18	O17:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435532	ERR435532	BSAC	ENA			ERR435532	PRJEB4681											2005	England				human_clinical	human		H9	O45	O45:H9	O45:H7	2272	A	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435533	ERR435533	BSAC	ENA			ERR435533	PRJEB4681											2005	England				human_clinical	human		H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18	O17:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435534	ERR435534	BSAC	ENA			ERR435534	PRJEB4681											2006	England				human_clinical	human		H2	O108	O108:H2	O108:H2	847	B1	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435535	ERR435535	BSAC	ENA			ERR435535	PRJEB4681											2006	England				human_clinical	human		H4	O13/O135	O13/O135:H4	O13/O135:H4	357	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435536	ERR435536	BSAC	ENA			ERR435536	PRJEB4681											2006	England				human_clinical	human		H17	O9	O9:H17	O9:H4	58	B1	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435537	ERR435537	BSAC	ENA			ERR435537	PRJEB4681											2007	England				human_clinical	human		H25	O140	O140:H25	O140:H25	57	B2	ESBL	non-CTX-M			S														S														R		R				R																R																				S				R		S																										S																																																																		
ERR435538	ERR435538	BSAC	ENA			ERR435538	PRJEB4681											2007	England				human_clinical	human		H45	O7	O7:H45	O7:H45	62	F	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435539	ERR435539	BSAC	ENA			ERR435539	PRJEB4681											2007	England				human_clinical	human		H4	O25	O25:H4	O25:H4	131	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435540	ERR435540	BSAC	ENA			ERR435540	PRJEB4681											2007	England				human_clinical	human		H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18	O17:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		S																										S																																																																		
ERR435541	ERR435541	BSAC	ENA			ERR435541	PRJEB4681											2007	England				human_clinical	human		H34	O25	O25:H34	O25:H34	354	F	non-ESBL	non-CTX-M			R														S														S		S				S																R																				S				R		S																										S																																																																		
ERR435542	ERR435542	BSAC	ENA			ERR435542	PRJEB4681											2007	England				human_clinical	human		H7	O18	O18:H7	O18:H7	95	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435543	ERR435543	BSAC	ENA			ERR435543	PRJEB4681											2007	England				human_clinical	human		H10	O8	O8:H10	O8:H10	681	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		S																										S																																																																		
ERR435544	ERR435544	BSAC	ENA			ERR435544	PRJEB4681											2007	England				human_clinical	human		H31	O6	O6:H31	O6:H4	127	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435545	ERR435545	BSAC	ENA			ERR435545	PRJEB4681											2007	England				human_clinical	human		H17	O15	O15:H17	O15:H4	23	A	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		S																										S																																																																		
ERR435546	ERR435546	BSAC	ENA			ERR435546	PRJEB4681											2008	England				human_clinical	human		H6	O102	O102:H6	O102:H6	405	F	ESBL	CTX-M			R														S														R		R				R																R																				R				R		R																										S																																																																		
ERR435547	ERR435547	BSAC	ENA			ERR435547	PRJEB4681											2008	England				human_clinical	human		H15	O166	O166:H15	O166:H15	349	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435548	ERR435548	BSAC	ENA			ERR435548	PRJEB4681											2006	England				human_clinical	human		H18	O77/O17/O44/O106	O77/O17/O44/O106:H18	O17:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435549	ERR435549	BSAC	ENA			ERR435549	PRJEB4681											2006	England				human_clinical	human		H1	O4	O4:H1	O4:H1	12	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		S																										S																																																																		
ERR435550	ERR435550	BSAC	ENA			ERR435550	PRJEB4681											2006	England				human_clinical	human		H18	O15	O15:H18	O15:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435551	ERR435551	BSAC	ENA			ERR435551	PRJEB4681											2008	England				human_clinical	human		H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18	O17:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435552	ERR435552	BSAC	ENA			ERR435552	PRJEB4681											2009	England				human_clinical	human		H4	O25	O25:H4	O25:H4	131	B2	non-ESBL	non-CTX-M			R														S														S		S				S																S																				R				R		I																										S																																																																		
ERR435553	ERR435553	BSAC	ENA			ERR435553	PRJEB4681											2009	England				human_clinical	human		H10	O86	O86:H10	O86:H10	86	B1	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435554	ERR435554	BSAC	ENA			ERR435554	PRJEB4681											2009	England				human_clinical	human		H31	O6	O6:H31	O6:H31	127	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435555	ERR435555	BSAC	ENA			ERR435555	PRJEB4681											2010	England				human_clinical	human		H4	-	-:H4	NA:H4	117	F	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435556	ERR435556	BSAC	ENA			ERR435556	PRJEB4681											2010	England				human_clinical	human		H4	O25	O25:H4	O25:H4	131	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435557	ERR435557	BSAC	ENA			ERR435557	PRJEB4681											2010	England				human_clinical	human		H9	O8	O8:H9	O108:H9	90	A	non-ESBL	non-CTX-M			I														S														S		S				S																R																				R				R		S																										S																																																																		
ERR435558	ERR435558	BSAC	ENA			ERR435558	PRJEB4681											2010	England				human_clinical	human		H18	O77/O17/O44/O106	O77/O17/O44/O106:H18	O17:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				R																S																				S				R		S																										S																																																																		
ERR435559	ERR435559	BSAC	ENA			ERR435559	PRJEB4681											2010	England				human_clinical	human		H7	O75	O75:H7	O75:H7	80	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435560	ERR435560	BSAC	ENA			ERR435560	PRJEB4681											2011	England				human_clinical	human		H1	O2/O50	O2/O50:H1	O2:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435561	ERR435561	BSAC	ENA			ERR435561	PRJEB4681											2011	England				human_clinical	human		H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18	O17:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435562	ERR435562	BSAC	ENA			ERR435562	PRJEB4681											2011	England				human_clinical	human		H19	O8/O32	O8/O32:H19	NA:H19	88	A	non-ESBL	non-CTX-M			S														S														I		I				R																S																				R				R		S																										S																																																																		
ERR435563	ERR435563	BSAC	ENA			ERR435563	PRJEB4681											2005	England				human_clinical	human		H10	-	-:H10	NA:H10	1333	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435564	ERR435564	BSAC	ENA			ERR435564	PRJEB4681											2007	England				human_clinical	human		H7	O2/O50	O2/O50:H7	O2:H7	95	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435565	ERR435565	BSAC	ENA			ERR435565	PRJEB4681											2006	England				human_clinical	human		H1	O120	O120:H1	NA:H1	104	B2	ESBL	non-CTX-M			S														S														I		S				R																S																				R				R		I																										S																																																																		
ERR435566	ERR435566	BSAC	ENA			ERR435566	PRJEB4681											2008	England				human_clinical	human		H4	O25	O25:H4	O25:H4	131	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		S																										S																																																																		
ERR435567	ERR435567	BSAC	ENA			ERR435567	PRJEB4681											2008	England				human_clinical	human		H4	O25	O25:H4	O25:H4	131	B2	non-ESBL	non-CTX-M			R														S														S		S				S																R																				R				R		S																										S																																																																		
ERR435568	ERR435568	BSAC	ENA			ERR435568	PRJEB4681											2007	England				human_clinical	human		H4	O25	O25:H4	O25:H4	131	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435569	ERR435569	BSAC	ENA			ERR435569	PRJEB4681											2009	England				human_clinical	human		H4	O25	O25:H4	O25:H4	131	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435570	ERR435570	BSAC	ENA			ERR435570	PRJEB4681											2010	England				human_clinical	human		H1	O4	O4:H1	O4:H1	12	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR435571	ERR435571	BSAC	ENA			ERR435571	PRJEB4681											2006	England				human_clinical	human		H10	O89	O89:H10	O162:H10	617	A	non-ESBL	non-CTX-M			S														S														S		S				S																R																				R				R		S																										S																																																																		
ERR435572	ERR435572	BSAC	ENA			ERR435572	PRJEB4681											2007	England				human_clinical	human		H31	O6	O6:H31	O6:H12	127	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		S																										S																																																																		
ERR435573	ERR435573	BSAC	ENA			ERR435573	PRJEB4681											2011	England				human_clinical	human		H6	O2	O2:H6	O2:H6	141	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435574	ERR435574	BSAC	ENA			ERR435574	PRJEB4681											2011	England				human_clinical	human		H6	O1	O1:H6	O1:H6	648	F	non-ESBL	non-CTX-M			S														S														S		S				S																R																				S				R		S																										S																																																																		
ERR435575	ERR435575	BSAC	ENA			ERR435575	PRJEB4681											2011	England				human_clinical	human		H6	O2	O2:H6	O2:H6	141	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR435576	ERR435576	BSAC	ENA			ERR435576	PRJEB4681											2011	England				human_clinical	human		H4	O10	O10:H4	O10:H4	10	A	non-ESBL	non-CTX-M			S														S														S		S				R																S																				R				R		S																										S																																																																		
ERR435577	ERR435577	BSAC	ENA			ERR435577	PRJEB4681											2011	England				human_clinical	human		H18	O1	O1:H18	O1:H18	38	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		S																										S																																																																		
ERR435578	ERR435578	BSAC	ENA			ERR435578	PRJEB4681											2008	England				human_clinical	human		H1	O6	O6:H1	O6:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		R																										S																																																																		
ERR439533	ERR439533	CUH	ENA			ERR439533	PRJEB4681											2012	England				human_clinical	human		H5	O4	O4:H5	O4:H5	12	B2			S		S								S				S				S				R		S						S		S		S		S										S				I		R																		S		R		R																														S																																																																		
ERR439534	ERR439534	CUH	ENA			ERR439534	PRJEB4681											2012	England				human_clinical	human		H18	O77/O17/O44/O106	O77/O17/O44/O106:H18	O17:H18	69	D			S		S								S				S				S				S		S						S		S		S		S										S				R		S																		S		S		R				S																										S																																																																		
ERR439535	ERR439535	CUH	ENA			ERR439535	PRJEB4681											2012	England				human_clinical	human		H25	O11	O11:H25	O11:H25	457	F			S		S								S				S				S				I		S						S		S		S		S										S				S		S																		S		S		R				S																										S																																																																		
ERR439536	ERR439536	CUH	ENA			ERR439536	PRJEB4681											2012	England				human_clinical	human		H31	-	-:H31	H31	5364	B2			S		S								S				S				S				I		S						S		S		S		S										S				S		S																		S		S		S				S																										S																																																																		
ERR439537	ERR439537	CUH	ENA			ERR439537	PRJEB4681											2012	England				human_clinical	human		H5	O4	O4:H5	O4:H5	12	B2			S		S								S				S				S				S		S						S		S		S		S										S				S		S																		S		S		S				S																										S																																																																		
ERR439538	ERR439538	BSAC	ENA			ERR439538	PRJEB4681											2001	England				human_clinical	human		H9	O34	O34:H9	O34:H9	410	A	non-ESBL				R														S																S				S																R																				R				R		S																																																																																												
ERR439539	ERR439539	BSAC	ENA			ERR439539	PRJEB4681											2002	England				human_clinical	human		H1	O6	O6:H1	O6:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR439540	ERR439540	BSAC	ENA			ERR439540	PRJEB4681											2002	England				human_clinical	human		H7	O18	O18:H7	O18:H7	95	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR439541	ERR439541	BSAC	ENA			ERR439541	PRJEB4681											2002	England				human_clinical	human		H9	O8	O8:H9	O8:H9	5519	B1	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR439542	ERR439542	BSAC	ENA			ERR439542	PRJEB4681											2002	England				human_clinical	human		H4	O13/O135	O13/O135:H4	O13/O135:H4	357	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR439543	ERR439543	BSAC	ENA			ERR439543	PRJEB4681											2002	England				human_clinical	human		H4	O39	O39:H4	O39:H4	91	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR439544	ERR439544	BSAC	ENA			ERR439544	PRJEB4681											2002	England				human_clinical	human		H1	O6	O6:H1	O6:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR439545	ERR439545	BSAC	ENA			ERR439545	PRJEB4681											2002	England				human_clinical	human		H25	O9	O9:H25	O9:H25	58	B1	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR439546	ERR439546	BSAC	ENA			ERR439546	PRJEB4681											2002	England				human_clinical	human		H17	O8	O8:H17	O8:H4	88	A	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR439547	ERR439547	BSAC	ENA			ERR439547	PRJEB4681											2002	England				human_clinical	human		H2	O8	O8:H2	NA:H2	1001	B1	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				S		S																										S																																																																		
ERR439548	ERR439548	BSAC	ENA			ERR439548	PRJEB4681											2002	England				human_clinical	human		H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18	O17:H18	106	D	non-ESBL	non-CTX-M			S														S														S		S				R																S																				S				S		S																										S																																																																		
ERR439549	ERR439549	BSAC	ENA			ERR439549	PRJEB4681											2002	England				human_clinical	human		H31	O46	O46:H31	O134:H31	420	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR439550	ERR439550	BSAC	ENA			ERR439550	PRJEB4681											2003	England				human_clinical	human		H6	O2	O2:H6	O2:H6	141	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR439551	ERR439551	BSAC	ENA			ERR439551	PRJEB4681											2003	England				human_clinical	human		H18	O25	O25:H18	O25:H18	69	D	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR439552	ERR439552	BSAC	ENA			ERR439552	PRJEB4681											2003	England				human_clinical	human		H1	O4	O4:H1	O4:H1	12	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		S																										S																																																																		
ERR439553	ERR439553	BSAC	ENA			ERR439553	PRJEB4681											2003	England				human_clinical	human		H1	O2/O50	O2/O50:H1	O2:H1	73	B2	non-ESBL	non-CTX-M			I														S														S		S				R																S																				R				R		R																										S																																																																		
ERR439554	ERR439554	BSAC	ENA			ERR439554	PRJEB4681											2003	England				human_clinical	human		H45	O7	O7:H45	O7:H45	62	F	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		S																										S																																																																		
ERR439555	ERR439555	BSAC	ENA			ERR439555	PRJEB4681											2003	England				human_clinical	human		H45	O7	O7:H45	O7:H45	62	F	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
ERR439556	ERR439556	BSAC	ENA			ERR439556	PRJEB4681											2003	England				human_clinical	human		H1	O2/O50	O2/O50:H1	O2:H1	73	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				R				R		R																										S																																																																		
ERR439557	ERR439557	BSAC	ENA			ERR439557	PRJEB4681											2003	England				human_clinical	human		H14	O54	O54:H14	O54:H14	4260	B2	non-ESBL	non-CTX-M			S														S														S		S				S																S																				S				R		S																										S																																																																		
